Company Name,Channel Type,Cover Type,Duration_bucket,Value
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,CCI,> 2 months to 6 months,7.2
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,CCI,> 12 months,1.7
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,0-2 weeks,51.5
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 6 months to 12 months,1.5
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 2 weeks to 2 months,30.5
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 2 months to 6 months,15.5
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 12 months,1.0
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,0-2 weeks,49.6
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 6 months to 12 months,1.4
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 2 weeks to 2 months,40.8
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 2 months to 6 months,5.9
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 12 months,2.2
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,0-2 weeks,98.7
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 6 months to 12 months,0.2
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 2 weeks to 2 months,0.6
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 2 months to 6 months,0.3
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 12 months,0.3
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,0-2 weeks,52.8
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 6 months to 12 months,2.8
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 2 weeks to 2 months,36.1
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 2 months to 6 months,8.3
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Death,0-2 weeks,84.3
Hannover Life Re of Australasia Ltd,Group Super,Death,> 6 months to 12 months,1.3
Hannover Life Re of Australasia Ltd,Group Super,Death,> 2 weeks to 2 months,10.1
Hannover Life Re of Australasia Ltd,Group Super,Death,> 2 months to 6 months,4.1
Hannover Life Re of Australasia Ltd,Group Super,Death,> 12 months,0.3
Hannover Life Re of Australasia Ltd,Group Super,DII,0-2 weeks,37.1
Hannover Life Re of Australasia Ltd,Group Super,DII,> 6 months to 12 months,0.3
Hannover Life Re of Australasia Ltd,Group Super,DII,> 2 weeks to 2 months,50.2
Hannover Life Re of Australasia Ltd,Group Super,DII,> 2 months to 6 months,11.2
Hannover Life Re of Australasia Ltd,Group Super,DII,> 12 months,1.3
Hannover Life Re of Australasia Ltd,Group Super,TPD,0-2 weeks,18.0
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 6 months to 12 months,14.0
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 2 weeks to 2 months,23.9
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 2 months to 6 months,40.3
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 12 months,3.9
Hannover Life Re of Australasia Ltd,Group Super,Trauma,0-2 weeks,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 6 months to 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 2 weeks to 2 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 2 months to 6 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,0-2 weeks,90.8
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 6 months to 12 months,1.5
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 2 weeks to 2 months,7.7
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 2 months to 6 months,0.0
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,0-2 weeks,70.3
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 6 months to 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 2 weeks to 2 months,25.8
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 2 months to 6 months,3.9
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 12 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,0-2 weeks,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 6 months to 12 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 2 months to 6 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 12 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,0-2 weeks,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 6 months to 12 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 2 months to 6 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 12 months,0.0
Integrity Life Australia Limited,Individual Advised,TPD,0-2 weeks,0.0
Integrity Life Australia Limited,Individual Advised,TPD,> 6 months to 12 months,0.0
Integrity Life Australia Limited,Individual Advised,TPD,> 2 weeks to 2 months,0.0
Integrity Life Australia Limited,Individual Advised,TPD,> 2 months to 6 months,0.0
Integrity Life Australia Limited,Individual Advised,TPD,> 12 months,0.0
Integrity Life Australia Limited,Group Ordinary,DII,0-2 weeks,0.0
Integrity Life Australia Limited,Group Ordinary,DII,> 6 months to 12 months,0.0
Integrity Life Australia Limited,Group Ordinary,DII,> 2 weeks to 2 months,0.0
Integrity Life Australia Limited,Group Ordinary,DII,> 2 months to 6 months,0.0
Integrity Life Australia Limited,Group Ordinary,DII,> 12 months,0.0
MetLife Insurance Limited,Individual Non-Advised,CCI,0-2 weeks,48.2
MetLife Insurance Limited,Individual Non-Advised,CCI,> 6 months to 12 months,0.6
MetLife Insurance Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,45.2
MetLife Insurance Limited,Individual Non-Advised,CCI,> 2 months to 6 months,6.0
MetLife Insurance Limited,Individual Non-Advised,CCI,> 12 months,0.0
MetLife Insurance Limited,Group Super,Death,0-2 weeks,86.7
MetLife Insurance Limited,Group Super,Death,> 6 months to 12 months,0.5
MetLife Insurance Limited,Group Super,Death,> 2 weeks to 2 months,10.4
MetLife Insurance Limited,Group Super,Death,> 2 months to 6 months,2.2
MetLife Insurance Limited,Group Super,Death,> 12 months,0.2
MetLife Insurance Limited,Group Super,DII,0-2 weeks,39.5
MetLife Insurance Limited,Group Super,DII,> 6 months to 12 months,2.3
MetLife Insurance Limited,Group Super,DII,> 2 weeks to 2 months,44.1
MetLife Insurance Limited,Group Super,DII,> 2 months to 6 months,13.2
MetLife Insurance Limited,Group Super,DII,> 12 months,0.9
MetLife Insurance Limited,Group Super,TPD,0-2 weeks,18.9
MetLife Insurance Limited,Group Super,TPD,> 6 months to 12 months,13.9
MetLife Insurance Limited,Group Super,TPD,> 2 weeks to 2 months,25.6
MetLife Insurance Limited,Group Super,TPD,> 2 months to 6 months,35.9
MetLife Insurance Limited,Group Super,TPD,> 12 months,5.6
MetLife Insurance Limited,Group Ordinary,DII,0-2 weeks,50.8
MetLife Insurance Limited,Group Ordinary,DII,> 6 months to 12 months,0.8
MetLife Insurance Limited,Group Ordinary,DII,> 2 weeks to 2 months,39.6
MetLife Insurance Limited,Group Ordinary,DII,> 2 months to 6 months,8.8
MetLife Insurance Limited,Group Ordinary,DII,> 12 months,0.0
MLC Limited,Individual Non-Advised,CCI,0-2 weeks,91.7
MLC Limited,Individual Non-Advised,CCI,> 6 months to 12 months,0.2
MLC Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,6.9
MLC Limited,Individual Non-Advised,CCI,> 2 months to 6 months,1.1
MLC Limited,Individual Non-Advised,CCI,> 12 months,0.0
MLC Limited,Individual Non-Advised,DII,0-2 weeks,100.0
MLC Limited,Individual Non-Advised,DII,> 6 months to 12 months,0.0
MLC Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,0.0
MLC Limited,Individual Non-Advised,DII,> 2 months to 6 months,0.0
MLC Limited,Individual Non-Advised,DII,> 12 months,0.0
MLC Limited,Individual Advised,Death,0-2 weeks,29.2
MLC Limited,Individual Advised,Death,> 6 months to 12 months,2.8
MLC Limited,Individual Advised,Death,> 2 weeks to 2 months,34.3
MLC Limited,Individual Advised,Death,> 2 months to 6 months,33.0
MLC Limited,Individual Advised,Death,> 12 months,0.6
MLC Limited,Individual Advised,DII,0-2 weeks,72.6
MLC Limited,Individual Advised,DII,> 6 months to 12 months,0.4
MLC Limited,Individual Advised,DII,> 2 weeks to 2 months,24.3
MLC Limited,Individual Advised,DII,> 2 months to 6 months,2.6
MLC Limited,Individual Advised,DII,> 12 months,0.1
MLC Limited,Individual Advised,TPD,0-2 weeks,25.7
MLC Limited,Individual Advised,TPD,> 6 months to 12 months,12.0
MLC Limited,Individual Advised,TPD,> 2 weeks to 2 months,18.6
MLC Limited,Individual Advised,TPD,> 2 months to 6 months,35.9
MLC Limited,Individual Advised,TPD,> 12 months,7.8
MLC Limited,Individual Advised,Trauma,0-2 weeks,74.5
MLC Limited,Individual Advised,Trauma,> 6 months to 12 months,0.6
MLC Limited,Individual Advised,Trauma,> 2 weeks to 2 months,19.6
MLC Limited,Individual Advised,Trauma,> 2 months to 6 months,5.3
MLC Limited,Individual Advised,Trauma,> 12 months,0.0
MLC Limited,Group Super,Death,0-2 weeks,78.0
MLC Limited,Group Super,Death,> 6 months to 12 months,0.0
MLC Limited,Group Super,Death,> 2 weeks to 2 months,17.3
MLC Limited,Group Super,Death,> 2 months to 6 months,4.5
MLC Limited,Group Super,Death,> 12 months,0.3
MLC Limited,Group Super,DII,0-2 weeks,40.6
MLC Limited,Group Super,DII,> 6 months to 12 months,1.7
MLC Limited,Group Super,DII,> 2 weeks to 2 months,48.5
MLC Limited,Group Super,DII,> 2 months to 6 months,9.0
MLC Limited,Group Super,DII,> 12 months,0.2
MLC Limited,Group Super,TPD,0-2 weeks,12.8
MLC Limited,Group Super,TPD,> 6 months to 12 months,17.3
MLC Limited,Group Super,TPD,> 2 weeks to 2 months,22.7
MLC Limited,Group Super,TPD,> 2 months to 6 months,43.3
MLC Limited,Group Super,TPD,> 12 months,3.9
MLC Limited,Group Ordinary,DII,0-2 weeks,22.7
MLC Limited,Group Ordinary,DII,> 6 months to 12 months,1.2
MLC Limited,Group Ordinary,DII,> 2 weeks to 2 months,65.6
MLC Limited,Group Ordinary,DII,> 2 months to 6 months,10.4
MLC Limited,Group Ordinary,DII,> 12 months,0.0
NobleOak Life Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
NobleOak Life Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
NobleOak Life Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Non-Advised,Accident,> 12 months,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,0-2 weeks,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,> 12 months,0.0
NobleOak Life Limited,Individual Advised,Death,0-2 weeks,0.0
NobleOak Life Limited,Individual Advised,Death,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Advised,Death,> 2 weeks to 2 months,0.0
NobleOak Life Limited,Individual Advised,Death,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Advised,Death,> 12 months,0.0
NobleOak Life Limited,Individual Advised,TPD,0-2 weeks,0.0
NobleOak Life Limited,Individual Advised,TPD,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,0.0
NobleOak Life Limited,Individual Advised,TPD,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Advised,TPD,> 12 months,0.0
NobleOak Life Limited,Individual Advised,Trauma,0-2 weeks,0.0
NobleOak Life Limited,Individual Advised,Trauma,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Advised,Trauma,> 2 weeks to 2 months,0.0
NobleOak Life Limited,Individual Advised,Trauma,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Advised,Trauma,> 12 months,0.0
OnePath Life Limited,Individual Non-Advised,Accident,0-2 weeks,28.0
OnePath Life Limited,Individual Non-Advised,Accident,> 6 months to 12 months,12.0
OnePath Life Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,24.0
OnePath Life Limited,Individual Non-Advised,Accident,> 2 months to 6 months,20.0
OnePath Life Limited,Individual Non-Advised,Accident,> 12 months,16.0
OnePath Life Limited,Individual Non-Advised,CCI,0-2 weeks,44.2
OnePath Life Limited,Individual Non-Advised,CCI,> 6 months to 12 months,4.3
OnePath Life Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,32.6
OnePath Life Limited,Individual Non-Advised,CCI,> 2 months to 6 months,16.4
OnePath Life Limited,Individual Non-Advised,CCI,> 12 months,2.5
OnePath Life Limited,Individual Non-Advised,Death,0-2 weeks,13.5
OnePath Life Limited,Individual Non-Advised,Death,> 6 months to 12 months,13.5
OnePath Life Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,34.6
OnePath Life Limited,Individual Non-Advised,Death,> 2 months to 6 months,29.3
OnePath Life Limited,Individual Non-Advised,Death,> 12 months,9.1
OnePath Life Limited,Individual Non-Advised,DII,0-2 weeks,30.0
OnePath Life Limited,Individual Non-Advised,DII,> 6 months to 12 months,2.4
OnePath Life Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,49.5
OnePath Life Limited,Individual Non-Advised,DII,> 2 months to 6 months,16.2
OnePath Life Limited,Individual Non-Advised,DII,> 12 months,1.9
OnePath Life Limited,Individual Non-Advised,Trauma,0-2 weeks,42.5
OnePath Life Limited,Individual Non-Advised,Trauma,> 6 months to 12 months,2.8
OnePath Life Limited,Individual Non-Advised,Trauma,> 2 weeks to 2 months,39.6
OnePath Life Limited,Individual Non-Advised,Trauma,> 2 months to 6 months,15.1
OnePath Life Limited,Individual Non-Advised,Trauma,> 12 months,0.0
OnePath Life Limited,Individual Advised,Death,0-2 weeks,25.9
OnePath Life Limited,Individual Advised,Death,> 6 months to 12 months,5.7
OnePath Life Limited,Individual Advised,Death,> 2 weeks to 2 months,44.2
OnePath Life Limited,Individual Advised,Death,> 2 months to 6 months,20.2
OnePath Life Limited,Individual Advised,Death,> 12 months,4.1
OnePath Life Limited,Individual Advised,DII,0-2 weeks,50.7
OnePath Life Limited,Individual Advised,DII,> 6 months to 12 months,1.8
OnePath Life Limited,Individual Advised,DII,> 2 weeks to 2 months,35.9
OnePath Life Limited,Individual Advised,DII,> 2 months to 6 months,10.8
OnePath Life Limited,Individual Advised,DII,> 12 months,0.7
OnePath Life Limited,Individual Advised,TPD,0-2 weeks,5.4
OnePath Life Limited,Individual Advised,TPD,> 6 months to 12 months,30.2
OnePath Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,13.2
OnePath Life Limited,Individual Advised,TPD,> 2 months to 6 months,38.8
OnePath Life Limited,Individual Advised,TPD,> 12 months,12.4
OnePath Life Limited,Individual Advised,Trauma,0-2 weeks,32.4
OnePath Life Limited,Individual Advised,Trauma,> 6 months to 12 months,2.5
OnePath Life Limited,Individual Advised,Trauma,> 2 weeks to 2 months,51.6
OnePath Life Limited,Individual Advised,Trauma,> 2 months to 6 months,12.9
OnePath Life Limited,Individual Advised,Trauma,> 12 months,0.5
OnePath Life Limited,Group Super,Death,0-2 weeks,76.5
OnePath Life Limited,Group Super,Death,> 6 months to 12 months,2.0
OnePath Life Limited,Group Super,Death,> 2 weeks to 2 months,15.0
OnePath Life Limited,Group Super,Death,> 2 months to 6 months,5.2
OnePath Life Limited,Group Super,Death,> 12 months,1.3
OnePath Life Limited,Group Super,DII,0-2 weeks,21.7
OnePath Life Limited,Group Super,DII,> 6 months to 12 months,4.7
OnePath Life Limited,Group Super,DII,> 2 weeks to 2 months,55.2
OnePath Life Limited,Group Super,DII,> 2 months to 6 months,16.9
OnePath Life Limited,Group Super,DII,> 12 months,1.5
OnePath Life Limited,Group Super,TPD,0-2 weeks,10.1
OnePath Life Limited,Group Super,TPD,> 6 months to 12 months,20.8
OnePath Life Limited,Group Super,TPD,> 2 weeks to 2 months,22.4
OnePath Life Limited,Group Super,TPD,> 2 months to 6 months,37.2
OnePath Life Limited,Group Super,TPD,> 12 months,9.4
OnePath Life Limited,Group Ordinary,DII,0-2 weeks,21.7
OnePath Life Limited,Group Ordinary,DII,> 6 months to 12 months,0.3
OnePath Life Limited,Group Ordinary,DII,> 2 weeks to 2 months,64.9
OnePath Life Limited,Group Ordinary,DII,> 2 months to 6 months,12.7
OnePath Life Limited,Group Ordinary,DII,> 12 months,0.3
QInsure Limited,Group Super,Death,0-2 weeks,63.9
QInsure Limited,Group Super,Death,> 6 months to 12 months,5.2
QInsure Limited,Group Super,Death,> 2 weeks to 2 months,18.4
QInsure Limited,Group Super,Death,> 2 months to 6 months,11.0
QInsure Limited,Group Super,Death,> 12 months,1.6
QInsure Limited,Group Super,DII,0-2 weeks,58.3
QInsure Limited,Group Super,DII,> 6 months to 12 months,0.7
QInsure Limited,Group Super,DII,> 2 weeks to 2 months,37.7
QInsure Limited,Group Super,DII,> 2 months to 6 months,3.3
QInsure Limited,Group Super,DII,> 12 months,0.1
QInsure Limited,Group Super,TPD,0-2 weeks,19.3
QInsure Limited,Group Super,TPD,> 6 months to 12 months,16.5
QInsure Limited,Group Super,TPD,> 2 weeks to 2 months,25.8
QInsure Limited,Group Super,TPD,> 2 months to 6 months,33.8
QInsure Limited,Group Super,TPD,> 12 months,4.5
Resolution Life Australasia Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Accident,> 12 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Death,0-2 weeks,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Death,> 6 months to 12 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Death,> 2 months to 6 months,0.0
Resolution Life Australasia Limited,Individual Non-Advised,Death,> 12 months,0.0
Resolution Life Australasia Limited,Individual Advised,Death,0-2 weeks,35.7
Resolution Life Australasia Limited,Individual Advised,Death,> 6 months to 12 months,7.5
Resolution Life Australasia Limited,Individual Advised,Death,> 2 weeks to 2 months,31.1
Resolution Life Australasia Limited,Individual Advised,Death,> 2 months to 6 months,21.4
Resolution Life Australasia Limited,Individual Advised,Death,> 12 months,4.3
Resolution Life Australasia Limited,Individual Advised,DII,0-2 weeks,40.3
Resolution Life Australasia Limited,Individual Advised,DII,> 6 months to 12 months,4.0
Resolution Life Australasia Limited,Individual Advised,DII,> 2 weeks to 2 months,40.3
Resolution Life Australasia Limited,Individual Advised,DII,> 2 months to 6 months,13.7
Resolution Life Australasia Limited,Individual Advised,DII,> 12 months,1.6
Resolution Life Australasia Limited,Individual Advised,TPD,0-2 weeks,6.7
Resolution Life Australasia Limited,Individual Advised,TPD,> 6 months to 12 months,27.7
Resolution Life Australasia Limited,Individual Advised,TPD,> 2 weeks to 2 months,11.1
Resolution Life Australasia Limited,Individual Advised,TPD,> 2 months to 6 months,42.1
Resolution Life Australasia Limited,Individual Advised,TPD,> 12 months,12.4
Resolution Life Australasia Limited,Individual Advised,Trauma,0-2 weeks,29.6
Resolution Life Australasia Limited,Individual Advised,Trauma,> 6 months to 12 months,4.7
Resolution Life Australasia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,45.9
Resolution Life Australasia Limited,Individual Advised,Trauma,> 2 months to 6 months,18.4
Resolution Life Australasia Limited,Individual Advised,Trauma,> 12 months,1.4
Resolution Life Australasia Limited,Group Super,Death,0-2 weeks,37.9
Resolution Life Australasia Limited,Group Super,Death,> 6 months to 12 months,7.8
Resolution Life Australasia Limited,Group Super,Death,> 2 weeks to 2 months,25.5
Resolution Life Australasia Limited,Group Super,Death,> 2 months to 6 months,19.8
Resolution Life Australasia Limited,Group Super,Death,> 12 months,9.1
Resolution Life Australasia Limited,Group Super,DII,0-2 weeks,31.9
Resolution Life Australasia Limited,Group Super,DII,> 6 months to 12 months,6.9
Resolution Life Australasia Limited,Group Super,DII,> 2 weeks to 2 months,38.5
Resolution Life Australasia Limited,Group Super,DII,> 2 months to 6 months,21.6
Resolution Life Australasia Limited,Group Super,DII,> 12 months,1.1
Resolution Life Australasia Limited,Group Super,TPD,0-2 weeks,9.6
Resolution Life Australasia Limited,Group Super,TPD,> 6 months to 12 months,23.9
Resolution Life Australasia Limited,Group Super,TPD,> 2 weeks to 2 months,9.4
Resolution Life Australasia Limited,Group Super,TPD,> 2 months to 6 months,42.0
Resolution Life Australasia Limited,Group Super,TPD,> 12 months,15.2
Resolution Life Australasia Limited,Group Ordinary,Death,0-2 weeks,0.0
Resolution Life Australasia Limited,Group Ordinary,Death,> 6 months to 12 months,0.0
Resolution Life Australasia Limited,Group Ordinary,Death,> 2 weeks to 2 months,0.0
Resolution Life Australasia Limited,Group Ordinary,Death,> 2 months to 6 months,0.0
Resolution Life Australasia Limited,Group Ordinary,Death,> 12 months,0.0
Resolution Life Australasia Limited,Group Ordinary,DII,0-2 weeks,43.0
Resolution Life Australasia Limited,Group Ordinary,DII,> 6 months to 12 months,5.1
Resolution Life Australasia Limited,Group Ordinary,DII,> 2 weeks to 2 months,40.5
Resolution Life Australasia Limited,Group Ordinary,DII,> 2 months to 6 months,10.1
Resolution Life Australasia Limited,Group Ordinary,DII,> 12 months,1.3
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,0-2 weeks,48.9
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 6 months to 12 months,1.6
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 2 weeks to 2 months,30.2
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 2 months to 6 months,19.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,CCI,> 12 months,0.3
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Death,0-2 weeks,64.7
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Death,> 6 months to 12 months,3.9
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Death,> 2 weeks to 2 months,17.6
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Death,> 2 months to 6 months,13.7
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Death,> 12 months,0.0
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,0-2 weeks,62.6
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 6 months to 12 months,0.6
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 2 weeks to 2 months,30.1
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 2 months to 6 months,6.3
St Andrew's Life Insurance Pty Ltd,Individual Non-Advised,Funeral,> 12 months,0.4
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,0-2 weeks,88.4
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,10.1
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 2 months to 6 months,1.6
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 12 months,0.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,0-2 weeks,50.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 6 months to 12 months,12.5
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,15.3
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 2 months to 6 months,18.1
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 12 months,4.2
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,0-2 weeks,93.9
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.4
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,4.7
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,1.1
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 12 months,0.0
TAL Life Limited,Individual Non-Advised,Death,0-2 weeks,45.6
TAL Life Limited,Individual Non-Advised,Death,> 6 months to 12 months,7.3
TAL Life Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,25.5
TAL Life Limited,Individual Non-Advised,Death,> 2 months to 6 months,17.4
TAL Life Limited,Individual Non-Advised,Death,> 12 months,4.2
TAL Life Limited,Individual Non-Advised,DII,0-2 weeks,40.2
TAL Life Limited,Individual Non-Advised,DII,> 6 months to 12 months,1.4
TAL Life Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,38.6
TAL Life Limited,Individual Non-Advised,DII,> 2 months to 6 months,19.2
TAL Life Limited,Individual Non-Advised,DII,> 12 months,0.6
TAL Life Limited,Individual Non-Advised,Funeral,0-2 weeks,94.3
TAL Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.1
TAL Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,5.3
TAL Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.3
TAL Life Limited,Individual Non-Advised,Funeral,> 12 months,0.1
TAL Life Limited,Individual Advised,Death,0-2 weeks,67.6
TAL Life Limited,Individual Advised,Death,> 6 months to 12 months,1.0
TAL Life Limited,Individual Advised,Death,> 2 weeks to 2 months,26.7
TAL Life Limited,Individual Advised,Death,> 2 months to 6 months,4.5
TAL Life Limited,Individual Advised,Death,> 12 months,0.2
TAL Life Limited,Individual Advised,DII,0-2 weeks,64.6
TAL Life Limited,Individual Advised,DII,> 6 months to 12 months,1.1
TAL Life Limited,Individual Advised,DII,> 2 weeks to 2 months,25.8
TAL Life Limited,Individual Advised,DII,> 2 months to 6 months,7.9
TAL Life Limited,Individual Advised,DII,> 12 months,0.6
TAL Life Limited,Individual Advised,TPD,0-2 weeks,16.5
TAL Life Limited,Individual Advised,TPD,> 6 months to 12 months,17.7
TAL Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,17.7
TAL Life Limited,Individual Advised,TPD,> 2 months to 6 months,38.0
TAL Life Limited,Individual Advised,TPD,> 12 months,10.1
TAL Life Limited,Individual Advised,Trauma,0-2 weeks,53.0
TAL Life Limited,Individual Advised,Trauma,> 6 months to 12 months,1.1
TAL Life Limited,Individual Advised,Trauma,> 2 weeks to 2 months,34.8
TAL Life Limited,Individual Advised,Trauma,> 2 months to 6 months,10.8
TAL Life Limited,Individual Advised,Trauma,> 12 months,0.3
TAL Life Limited,Group Super,Death,0-2 weeks,78.1
TAL Life Limited,Group Super,Death,> 6 months to 12 months,0.6
TAL Life Limited,Group Super,Death,> 2 weeks to 2 months,16.3
